company_name,job_location,job_title,job_description,job_url
Fasdeli Group,"Jakarta, Indonesia",Data Analyst & Marketing Research Specialist,"About the job
Job Description:
We are looking for a Market Research and Consumer Insight Lead with strong analytical skills and a deep understanding of the logistics service industry, particularly in import business. This role is essential in identifying market potential, uncovering customer insights, and supporting the development of data-driven strategies across the business.
Key Responsibilities:
Conduct comprehensive market research to understand industry trends, especially in import logistics services.
Analyze market potential and priority demand segments for strategic planning and growth.
Gather and interpret insights from existing customers to enhance customer experience and retention.
Collaborate with Sales, Marketing, and Product teams to translate insights into actionable strategies.
Monitor competitors and market movements to inform decision-making.
Prepare regular reports and presentations for internal stakeholders based on research findings.
Qualifications:
Educational Background:
Bachelor’s degree (S1) in Statistics, Mathematics, Economics, or Business Management.
Relevant Experience:
Minimum 2 years of experience in data analysis and market research, specifically in analyzing data related to Sales and Marketing functions.
Additional Requirements:
Strong understanding of the logistics business landscape, particularly in the logistics or import sector.
Excellent analytical thinking and problem-solving skills.
Proficiency in tools such as Excel, Power BI, SPSS, or other data analytics platforms.
Strong communication and presentation skills to convey complex insights clearly.
Ability to work collaboratively with cross-functional teams.
Willing to work half day (09:00 - 14:00 WIB) on Saturday.",https://www.linkedin.com/jobs/search/?currentJobId=4310311968&keywords=Retail&origin=JOB_SEARCH_PAGE_JOB_FILTER&sortBy=DD&start=100
SAMIR,"Jakarta, Indonesia",HR Operations Specialist,"About the job
Primary Job Role:
The HR Operations Supervisor is responsible for overseeing and executing Human Resources Operational activities. This includes managing Compensation Benefit, Industrial Relation, HR Administration & Employee Services. 
The role is to ensure compliance, process efficiency, and employee satisfaction while serving as a key point of contact for operational HR matters.

Job Description:
Administer payroll data preparation, employee benefits enrollment, BPJS Health & BPJS Employment, support Income tax reporting preparation and ensure timely submission to HR Operation Manager.
Handle employee contracts throughout their lifecycle, including preparation, renewal reminders, extensions, and termination documentation.
Monitor and manage HR Correspondences such as warning letter, employment certificate, and official HR Announcement.
Manage and maintain HR Administration such as employee records & database, employee attendance, leave records, other HR administrative functions.
Provide guidance to employees and supervisors in addressing workplace conflicts and disciplinary matters.
Conduct and manage exit interviews, analyze turnover data, and provide insights for improvement.
Serve as the main point of contact for HR-related matters and provide guidance to employees regarding HR policies and procedures.
Collaborate with internal teams to address employee concerns and support effective communication across departments.
Ensure compliance with labor laws and internal HR standards.
Continuously review and improve HR processes to enhance efficiency and employee experience.

Job Qualifications :
Minimum 3 years of experience in HR Operations.
Minimum Bachelor's degree (S1) in Human Resources, Business Administration, or a related field. 
Strong organizational skills with attention to detail.
Proficient in Microsoft Office (Word, Excel, PowerPoint).
Good communication skills (both written and verbal).
Ability to work independently and in a team environment.
High attention to detail and ability to handle confidential information with integrity.
Knowledge of HR processes and administrative tasks.
Ability to handle confidential information with discretion.

Are you ready to be Samiritans?
Let's be part of our collaborative and innovative environment. 
We want YOU to make an impact!🌟",https://www.linkedin.com/jobs/search/?currentJobId=4334433781&keywords=Retail&origin=JOB_SEARCH_PAGE_JOB_FILTER&sortBy=DD&start=100
PT. Mitra Transformasi Digital,"Kecamatan Jagakarsa, Jakarta, Indonesia",Business Project Manager,"About the job
Company Description
PT. Mitra Transformasi Digital is a company that provides software development in .NET and PHP, data science, Power BI development, and Power BI training. We focus on delivering high-quality solutions to meet the various needs of our clients. Our team of experts works collaboratively to transform data into actionable insights and create efficient and scalable software solutions.

Role Description
Manage and secure cloud infrastructure (AWS / Azure / GCP), including PAM (Privileged Access Management), WAF (Web Application Firewall) and Traditional Firewall. 
Monitor security threats and respond to incidents using tools like SIEM, IDS/IPS, and cloud-native solutions.
Conduct vulnerability assessments and penetration test, and also coordinate remediation efforts.
Support internal and external audits and ensure compliance with security regulations.
Provide security architecture guidance and promote best practices across teams.

Qualifications
Bachelor’s degree in IT, Computer science, Information System, or a related field.
1–3 years of experience in IT infrastructure with a focus on cloud and system security.
A foundational understanding of IT Infrastructure, including networking protocols, operating system (Windows/linux) and hardware. 
Basic knowledge of information security principles and practices. 
Relevent certification: Basic Cloud Knowledge (Azure fundamentals / AWS Certified Cloud Practitioner), Networking Basic (CCNA / CompTia+) are preferred. 
Strong analytical, communication, and collaboration skills.",https://www.linkedin.com/jobs/search/?currentJobId=4334313956&keywords=Retail&origin=JOB_SEARCH_PAGE_JOB_FILTER&sortBy=DD&start=100
"AAG International, Indonesia",Jakarta Metropolitan Area,Life Planner,"About the job
Seorang Life Planner yang berkomitmen membantu masyarakat merencanakan keuangan dan memberikan perlindungan hidup melalui solusi asuransi yang tepat dan profesional.",https://www.linkedin.com/jobs/search/?currentJobId=4337816060&keywords=Retail&origin=JOB_SEARCH_PAGE_JOB_FILTER&sortBy=DD&start=125
eCentrix Verse,"South Jakarta, Jakarta, Indonesia",Digital Sales,"About the job
Company Description
 eCentrix Verse, developed by eCentrix, is an integrated SaaS platform that provides a range of business solutions within a single ecosystem. The platform is designed to enhance efficiency, connectivity, and operational scalability. eCentrix Verse empowers businesses to manage essential functions seamlessly through one subscription and one platform. It offers a streamlined approach to optimize business operations.
 Role Description
 This is a full-time, on-site role based in South Jakarta for a Digital Sales professional. The Digital Sales role involves engaging with customers, identifying their needs, and offering product solutions that align with their business objectives. Responsibilities include conducting sales presentations, maintaining customer relationships, training clients on product usage, and overseeing sales activities to meet or exceed targets.
 Qualifications
  Strong Communication and Customer Service skills to effectively interact with clients and ensure their satisfaction.
Proficiency in Sales and Sales Management to drive revenue, meet goals, and generate new opportunities.
Experience in Training clients or teams to effectively use products and solutions.
Proven ability to work in a fast-paced environment and adapt to evolving needs.
Bachelor’s degree in Business Administration or a related field is preferred.
Experience in SaaS, technology, or related industries is a plus.",https://www.linkedin.com/jobs/search/?currentJobId=4334593529&keywords=Retail&origin=JOB_SEARCH_PAGE_JOB_FILTER&sortBy=DD&start=125
Udesk,Jakarta Metropolitan Area,Manager of Sales,"About the job
Company Description
Udesk is a leader in customer service software with AI integration, trusted by over 50,000 global customers. Our software enhances customer interactions via text, mobile, phone, email, chat, and social media, ensuring top connectivity and responsiveness. Udesk prioritizes customer satisfaction with AI translation and multilingual bots for seamless communication. We ensure a personalized and visualized customer journey, elevating your service delivery experience. We have establish our presence in Indonesia to comply with local regulations.

Role Description
This is a full-time role located in Jakarta, Indonesia (with office in Menara Rajawali) for a Sales role. The position level will be determined based on your experience and qualifications, ranging from Sales Executive to Sales Manager.

Key Responsibilities:
 • Manage and execute sales operations to drive revenue growth.
 • Develop new business opportunities through prospecting, networking, and market analysis.
 • Handle customer service inquiries and ensure high levels of client satisfaction.
 • Lead and mentor the sales team (applicable for Sales Manager level; supervisory duties may vary for lower levels).
 • Monitor tender and procurement information from clients, government entities, and other sources, and follow up on potential opportunities.

Day-to-Day Tasks (examples based on typical activities, which may vary by level):
 • Implement and monitor sales strategies, including setting targets and tracking performance metrics.
 • Maintain and build strong customer relationships through regular follow-ups, meetings, and personalized solutions.
 • Collaborate with other departments (e.g., marketing, product, and support) to enhance overall service delivery and address client needs.
 • Contribute to achieving sales targets by generating leads, closing deals, and reporting on progress.
 • Conduct daily cold calls and cold emails to identify and engage potential clients.
 • Track and follow up on tenders, procurement announcements, and related information from clients and government sources.
 • For higher levels (e.g., Sales Manager): Oversee team activities, conduct performance reviews, and provide training.",https://www.linkedin.com/jobs/search/?currentJobId=4334254504&keywords=Retail&origin=JOB_SEARCH_PAGE_JOB_FILTER&sortBy=DD&start=125
AVOWS CONSULTING LIMITED,"Jakarta, Indonesia",Back End Developer,"About the job
Qualifications
2-3 years’ experience in backend development using Node.js (Express.js / NestJS).
Strong understanding of asynchronous programming (callback, promise, async/await).
Hands-on with MySQL, Redis, and familiarity with ORM/Query Builder (Sequelize / TypeORM / Knex).
Experience building and testing RESTful APIs (Postman, Jest).
Good grasp of error handling, connection pooling, and query optimization.
Knowledge of JWT authentication, CORS, and API security best practices.
Basic exposure to GraphQL is a plus.
Strong analytical, debugging, and teamwork skills.

Placement: Jakarta
Contract PKWT 6 Months (Extandable)

Sent CV to fauzhan.a@avowstech.com",https://www.linkedin.com/jobs/search/?currentJobId=4337895482&keywords=Retail&origin=JOB_SEARCH_PAGE_JOB_FILTER&sortBy=DD&start=125
ReliefWeb,Jakarta Metropolitan Area,Regional Public Finance Management Specialist,"About the job
Indonesia

Regional Public Finance Management Specialist

Organization

DT Global

Posted 5 Nov 2025 Closing date 19 Nov 2025

Location: Remote

Program Background

Responsibilities

The SKALA Program is a significant Australian investment designed to help Indonesia address regional disparities in development. SKALA will contribute to this objective by strengthening selected elements of Indonesia’s large and complex decentralised government system responsible for the delivery of basic services (Layanan Dasar). The SKALA Program’s core approach is to facilitate better collaboration (Kolaborasi) between Indonesian government stakeholders, at national and subnational levels, to help realise synergies (Sinergi) that will trigger improved service delivery. Moreover, SKALA will build on, and take to scale, the successes and learning from Australia’s previous 19 years of support to Indonesia’s decentralised government system. The SKALA Program is to be implemented through the following three pillars:

Pillar 1: Stronger national level enabling environment for sub-national service delivery.
Pillar 2: Better sub-national governance for service delivery.
Pillar 3: Greater participation, representation and influence for women, people with disabilities and vulnerable groups.

SKALA is implemented at the national level with an office in Jakarta and at the subnational level with offices in Aceh, Nusa Tenggara Barat, Nusa Tenggara Timur, Maluku, Gorontalo, Kalimantan Utara, Tanah Papua. In addition to the 3 pillars, SKALA works across 4 general themes of Public Financial Management, Minimum Service Standards, Data and Analysis and GEDSI.

About DT Global Asia Pacific

At DT Global Asia Pacific, we aim to positively impact people’s lives through delivery excellence. As a leading implementing partner across Asia and the Pacific, we co-create locally led solutions in partnership with governments, communities, and stakeholders. We bring together talented teams and deep regional expertise to deliver initiatives that promote inclusive economic growth, essential services, and resilient, secure communities. With over 1,500 staff, experts in 22+ countries and more than 60 years of development experience, we tackle complex community, national and transnational challenges — from governance and justice systems to climate resilience, infrastructure and social equity — with innovative thinking and a commitment to long-term impact.

For more information, please see www.dt-global.com

The Role

The Regional Public Finance Management Specialist will be responsible to provide technical input on regional finance and accounting aspects to provincial government in Papua, in their efforts to improve service delivery at sub-national level and; ensuring greater participation, representation and influence of women, people with disabilities and vulnerable groups

Click on the link or copy paste it to access the full Terms of Reference for this position:

https://tinyurl.com/56t5bt29

About You

Specific Responsibilities

Provide technical input and assistances to local governments in developing strategies to increase regional revenue.
Provide training and assistances to local governments in Special Autonomy Fund budgeting and accounting as well as reporting.
Provide training to local governments in MSS budgeting and monitoring.
Provide training and assistances to local government in local fiscal capacity calculation and preparation of regional finance document.
Provide training and assistances to local government in GEDSI budgeting, accounting and reporting.

Other Duties

Comply with DFAT, DT Global and SKALA policies on gender, disability, fraud and anticorruption, child protection, PSEAH and the environment.
Ensure compliance and adherence to various operational policies, guidelines and manuals issued by DT Global and SKALA.

Job Requirements

Work environment involves only infrequent exposure to disagreeable elements and minor physical exertion and/or strain.
Work may require long, and flexible hours as needed. Travel is based on need.

Deliverables

Monthly report
Documented input to above mentioned focuses: regional finance planning document, training materials, draft of annual budgeting document, etc.

Relationship Management

This position will work closely and effectively with a range of stakeholders, including all other Program staff, the DT Global corporate team and other external service providers. The position will report to the Province Lead.

Selection Criteria

Essential

Minimum master’s degree in economics, accounting, management, public finance or any relevant fields;
At least 7 years of relevant experience in assisting local government in Papua Region in public finance management and accounting.
Experiences in assisting local government in Papua Region in analysing public finance management as well as program monitoring and evaluation.
Strong knowledge on Papua development context.
Strong knowledge on recent national policies on public finance management.
Demonstrate ability to conduct capacity development and knowledge sharing for GOI and local Governments as well as SKALA program staff.
Strong communication skills (written and verbal) in Bahasa Indonesia and English.
Strong interpersonal skills, ability to maintain work relations with key stakeholders in the government.
Understanding of gender equality and social inclusion issues.

How to apply

How To Apply

Click the link to apply: Regional Public Finance Management Specialist

Please submit

 Your CV
 A cover letter addressing the selection criteria

APPLICATIONS CLOSE Wednesday, 19 November 2025, max 5 PM Jakarta Time

Encouraging Applications From People With Disabilities

As part of our commitment to inclusion, we actively encourage applications from people with disabilities (PWDs). We are also committed to providing reasonable accommodation throughout the recruitment process and in the workplace to support the success and well-being of employees with disabilities. Candidates requiring any adjustments to participate equitably, may contact SKALA People & Culture unit at recruitment@skala.or.id and we will work with the candidate to find the right solution. This information is strictly confidential; used solely to strengthen our inclusive hiring efforts and ensure we provide any support needed. Your disclosure will not impact on recruitment decisions.

Should this role be of interest, we encourage you to apply as soon as possible. Kindly note only shortlisted applicants will be contacted.

DT Global is committed to child protection and safeguarding the welfare of children in the delivery of our international development programs. We are committed to Safety and the Prevention of Sexual Abuse and Harassment (PSEAH), and bribery prevention. DT Global is an equal opportunity employer and we encourage women, men, people with diverse backgrounds and people living with disabilities to apply. This program is funded by the Australian Government and Managed by DT Global.

Job details

Country

Indonesia

City Jakarta Source

DT Global

Type

Job

Career category

Administration/Finance

Years of experience

5-9 years

Share

 Share this on Facebook 
 Share this on X 
 Post this on LinkedIn",https://www.linkedin.com/jobs/search/?currentJobId=4334394757&keywords=Retail&origin=JOB_SEARCH_PAGE_JOB_FILTER&sortBy=DD&start=125
Cetta Online Class,"Jakarta, Indonesia",French Teacher,"About the job
Cetta Online Class is an online foreign language course with a certification-based curriculum and young expert tutors, providing a fun learning system and environment. We’re looking for a French Teacher to join our team to eradicate the international communication boundaries to achieve professional and educational success.

Why you should join Cetta Online Class:
Fun, positive, and supportive environment.
Remote working! We have a variety of employees from Indonesia & Overseas.
Part-time. You have a chance to gain more income.
Apart from teaching, you'll have an opportunity to learn other foreign languages provided by Cetta.
Surrounded by Reputable Employees' Background
Scholarship: LPDP, GKS, MEXT, YES, and many more.
University: Melbourne U, Tokyo International U, Seoul National U, UI, Unpad, etc.
Company/Institution: FMCG, Government, Startup, NGO, and more!
International Partners: Australia, Japan, China, Turkey, Venezuela, Germany, etc.

Requirements:
Minimum DELF B1
Ever lived in French is a plus
Preferably pursuing or has graduated from French Literature
Has adequate learning facilities (PC/Laptop & good internet connection)
Proficient in accessing Zoom, PowerPoint, Excel, Google Forms, Quizizz, etc
Having teaching experience is preferred
Communicative, energetic, and able to work with a team or individually
Active and accustomed to accessing social media, such as Instagram and TikTok",https://www.linkedin.com/jobs/search/?currentJobId=4337885145&keywords=Retail&origin=JOB_SEARCH_PAGE_JOB_FILTER&sortBy=DD&start=125
Michael Page,Jakarta Metropolitan Area,Chief Partnership & Marketing Officer - Asset Management ,"About the job
Marketing and partnership leadership role
Asset Management sector


About Our Client

The hiring company is a reputable organisation within the asset management sector, with a significant presence in the Indonesian market. They are committed to delivering services and are known for their expertise.

Job Description

Developing and executing a comprehensive partnership and marketing strategy to align with business goals.
Overseeing all marketing campaigns to ensure alignment with the brand and objectives.
Collaborating with cross-functional teams to create innovative product positioning and messaging.
Analysing market trends to identify growth opportunities within the asset management sector.
Building and maintaining relationships with key stakeholders and partners within the industry.
Managing the marketing budget and optimising resource allocation for maximum ROI.
Leading a marketing team, fostering a culture of collaboration and innovation.
Ensuring compliance with industry regulations and standards in marketing practices.


The Successful Applicant

A strong educational background in marketing, business, or a related field.
Proven expertise in the asset management sector.
Experience in developing and implementing successful marketing and partnership strategies.
Excellent leadership and team management skills.
Strong analytical abilities to interpret market data and trends.
Exceptional communication and stakeholder management skills.

What's on Offer

A challenging leadership role within the asset management sector.
Opportunities for career growth and professional development.
A supportive and collaborative work environment.
Comprehensive benefits package


Contact: Gustav Fierdaus

Quote job ref: JN-102025-6858898",https://www.linkedin.com/jobs/search/?currentJobId=4337924859&keywords=Retail&origin=JOB_SEARCH_PAGE_JOB_FILTER&sortBy=DD&start=125
TRI7 Solutions Inc.,Indonesia,Senior Media Buyer,"About the job
📍 Location: Indonesia (Remote)

We are looking for a passionate and proactive Senior Media Buyer to manage and grow our brands.

Key Responsibilities
Manage, optimize, and scale ad campaigns across various platforms.
Able to work with 2-3 of the following platforms: Appnext, MiAds, Applabs, Xapads, Bigo Ads, Yandex, Ungads, Propeller Ads, Mintegral, Reach Effect, Petal Ads, Moloco, Vungle, Chartboost, and TikTok.
Work with existing offers and optimize campaigns following advanced UAC standards.
Monitor and analyze campaign performance data to ensure maximum ROI.
Build and maintain strong partnerships within the iGaming industry.

Requirements
Minimum 5 years of experience in online gaming or iGaming.
Strong analytical mindset and a creative approach to campaign management.
Highly proactive, detail-oriented, and results-driven.

Sound like you? Let’s talk! 🙌",https://www.linkedin.com/jobs/search/?currentJobId=4334473845&keywords=Retail&origin=JOB_SEARCH_PAGE_JOB_FILTER&sortBy=DD&start=125
Koding Next,"Jakarta, Indonesia",IT Coding Teacher - Pluit ,"About the job
Koding Next is hiring for IT Coding Teacher (Primary to High School)

About the Role:
Koding Next is looking for a passionate and experienced IT Coding Teacher to deliver coding lessons to students from primary to high school. As an educator, you will engage students in coding, game development, and robotics projects, fostering a love for technology and innovation. This position is also open to university students currently studying and looking to gain practical teaching experience. Additionally, you will collaborate remotely with our curriculum team at HQ to enhance and adapt lesson plans.

Key Responsibilities:
Deliver engaging and age-appropriate coding lessons for students from primary to high school.
Teach coding languages such as Python, JavaScript, HTML/CSS, or Scratch, depending on students' levels.
Incorporate project-based learning methods to inspire creativity and critical thinking.
Provide individualized support to students during classes and assist with their coding projects.
Collaborate with the curriculum team remotely to contribute ideas and feedback for lesson plans and activities.
Ensure a fun, interactive, and educational experience for all students.

Qualifications:
Bachelor's degree or currently pursuing a degree in Computer Science, Information Technology, or a related field.
Strong proficiency in one or more coding languages such as Python, JavaScript, HTML/CSS, or Scratch.
Experience teaching coding to children or teenagers, either in a classroom or extracurricular setting.
Fluency in English is essential for teaching and communication with students.
Ability to engage and inspire students of varying ages and skill levels.
Own transport is preferred for traveling between teaching locations.

Preferred Qualifications:
Familiarity with game development platforms (Roblox, Unity) or robotics systems (Arduino, Lego).
Experience with curriculum development or instructional design.
Strong interpersonal and communication skills.
Experience teaching in a diverse classroom setting.

What We Offer:
Career development opportunities and the possibility of growth within Koding Next.
Flexible working arrangements with remote collaboration options.
Competitive salary and benefits.
Opportunity to work in a dynamic, tech-driven education environment.
Access to cutting-edge educational tools and resources.
Mentorship and support from our curriculum team and experienced educators.

Available Placement Location: Koding Next Pluit",https://www.linkedin.com/jobs/search/?currentJobId=4337745792&keywords=Retail&origin=JOB_SEARCH_PAGE_JOB_FILTER&sortBy=DD&start=125
Rumah Energi,"Jakarta, Indonesia",Request for Proposal (RfP): Policy Recommendations on Green Cooperatives,"About the job
Background and Context
Rumah Energi is seeking proposals from qualified individual consultants or consulting firms to develop a Policy Paper “Green Cooperatives in Building a Renewable Energy Cooperative Ecosystem as a Strategy for Climate Crisis Mitigation in Indonesia”. This activity is part of the Green Cooperative Policy Readiness Project (GERCEP) aiming to strengthen the role of cooperatives as key actors in driving community-based clean energy transition and the green economy.

Objective
To produce an integrated and actionable policy recommendation that supports the role of Green Cooperatives in accelerating renewable energy–based cooperatives as part of Indonesia’s national climate crisis mitigation strategy.

Scope of Work
Review and analyze existing cooperative and renewable energy regulations.
Identify regulatory gaps and propose new or updated policy options.
Formulate actionable recommendations and a roadmap for implementing renewable energy cooperatives.
Develop a comprehensive Policy Paper and presentation materials summarizing key findings and recommendations.

📅 Proposal submission deadline: November 10, 2025 — 17:00 WIB
📧 Send proposals to: info@rumahenergi.org (cc: j.irene@rumahenergi.org)

About the Program
The Green Cooperative Program by Rumah Energi has supported over 150 cooperatives across Indonesia in integrating Environmental, Social, and Governance (ESG) principles into their governance and business practices. Through the GERCEP project, Rumah Energi advocates for national-level renewable energy cooperative policies to strengthen community ownership and participation in Indonesia’s climate resilience efforts.

Please visit https://www.rumahenergi.org/job for the details.",https://www.linkedin.com/jobs/search/?currentJobId=4321071104&keywords=Retail&origin=JOB_SEARCH_PAGE_JOB_FILTER&sortBy=DD&start=125
TBWA\ Indonesia — Powered by AI. Driven by Disruption for Digital Growth.,"Jakarta, Indonesia",Freelance Art Director,"About the job
TBWA\Indonesia is looking for a Freelance Art Director.
A visual Disruptor who can turn big ideas into beautiful, culture-shaping work.

What You’ll Do
• Collaborate with creative and strategy teams to develop campaign concepts and brand visuals
 • Craft art direction that’s bold, modern, and built for social-first storytelling
 • Guide designers, illustrators, and editors to bring ideas to life
 • Push the boundaries of creativity through experimentation and smart use of AI tools
 • Maintain design consistency and elevate visual standards across all platforms

What We’re Looking For
• Proven experience as an Art Director with a strong portfolio of campaign and brand work
 • Mastery of layout, typography, and visual composition
 • Updated with new design tools, AI platforms, and creative tech
 • High sense of exploration and attention to detail
 • Collaborative mindset and positive energy
 • Skilled in motion or illustration is a plus",https://www.linkedin.com/jobs/search/?currentJobId=4337775744&keywords=Retail&origin=JOB_SEARCH_PAGE_JOB_FILTER&sortBy=DD&start=125
AbiShar Consulting Services,Jakarta Metropolitan Area,Attack Surface & Risk Protection Analyst,"About the job
Placement : WFO at TB Simatupang, South Jakarta

Job Description:
Monitor and analyze changes in both internal and external attack surfaces.
Identify vulnerabilities, exposed assets, and security anomalies from various sources (web surface, deep web, dark web, and social media).
Follow up on findings from external Attack Surface Discovery (ASD) and Digital Risk Protection Services (DRPS) platforms.
Manage external incidents such as data leaks, domain abuse, phishing, and digital fraud.
Conduct domain/account takedowns in collaboration with internal and external parties.
Provide mitigation recommendations and support the Blue Team in responding to digital threats.
Perform third-party risk assessments related to digital asset exposure by partners or contractors.
Analyze digital threat trends to support strategic decision-making.

Qualifications:
Minimum of 4 years of experience in cybersecurity, including at least 2 years in penetration testing, red teaming, or digital risk protection.
Strong understanding of CVEs and common vulnerabilities.
Experienced with ASD platforms (e.g., Tenable.io, SentinelOne, Mandiant) and DRPS platforms (e.g., Group-IB, Brandefense, Cyble Vision, SOCRadar, CybelAngel, Digital Shadows).
Proficient in brand protection, domain abuse mitigation, and third-party risk management.
Skilled in incident reporting and takedown processes.
Excellent communication skills and ability to coordinate effectively with internal and external teams.",https://www.linkedin.com/jobs/search/?currentJobId=4334553454&keywords=Retail&origin=JOB_SEARCH_PAGE_JOB_FILTER&sortBy=DD&start=125
PT Victory International (Cabang Jakarta Sudirman),"Jakarta, Indonesia",Client Relation Staff,"About the job

Role Description
This is a full-time on-site role for a Business Development Staff located in Jakarta, Indonesia. The Business Development Staff will be responsible for generating leads, conducting market research, and providing exceptional customer service. Daily tasks include identifying potential business opportunities, developing and implementing strategies to attract new clients, and maintaining relationships with existing customers. The role also involves analyzing market trends, monitoring competitor activities, and working closely with the sales team to drive revenue growth.

Qualifications
Strong Analytical Skills and Market Research capabilities
Effective Communication and Customer Service skills
Experience in Lead Generation
Ability to work both independently and as part of a team
Bachelor's degree in Business, Marketing, or a related field is preferred
Previous experience in a similar role or industry is a plus",https://www.linkedin.com/jobs/search/?currentJobId=4337745736&keywords=Retail&origin=JOB_SEARCH_PAGE_JOB_FILTER&sortBy=DD&start=125
Vaco by Highspring,Indonesia,Product Metadata and Ratings Analyst ,"About the job
Language Requirements/Proficiencies: 
English and Korean
English Japanese

Description
We are looking to add a team member in our PMR team under editorial creative. This role will require you to work closely with the team to assist with workflows, and manage independent responsibilities in production

Team Objectives:
This team's purpose is to support the viewing experience on the Netflix platform by completing a variety of tasks requiring research, metadata, and film content expertise. Some of these tasks work in tandem with the platform's suggestion algorithm, while others improve discoverability, accuracy and optimize the viewer's experience on the platform (namely, ad-insertion). Our team also works on Ratings Policy, either reviewing and tagging content for cautionary elements or applying appropriate regional metadata via research.
*Team members are expected to work on all content from the Netflix catalog that comes our way. Some of this content may be sensitive.

Responsibilities
Applying judgment, domain expertise & critical analysis to determine the correct results based upon guidelines.
Mark in / out positions for optimal playback experience of content.
Ability to handle both repetitive and complex tasks
Accurate data entry
Review and evaluate written materials and/or visual content, applying tags and/or annotations. As well as applying markers or descriptive metadata to capture storytelling for optimized viewing experiences.
Work collaboratively within a cross-functional and international team environment.
Duties involve consistently meeting predetermined data targets
Adherence to required meetings

Minimum Requirements: 
Proficient in editorial and video tagging
Detail-oriented
Familiar with digital content management systems
Strong interest in Movies and TV
Research, Critical thinking and Story Analytics literacy
Fluency / Strong written English language skills, any additional language is a plus
Strong communication skills and collaborative working approach
Ability to manage multiple tasks of varying complexity simultaneously
BA/BS degree and/or creative/entertainment industry background

Preferred Role Qualifications:
2+ years of experience working with digital content and metadata
An understanding of the digital content landscape, movie platforms
Experience applying Editorial (audio/visual literacy) e.g. online merchandising or digital content in the entertainment space
Previous experience in tagging and/or research and metadata a bonus
Fluency in other languages a bonus",https://www.linkedin.com/jobs/search/?currentJobId=4334573354&keywords=Retail&origin=JOB_SEARCH_PAGE_JOB_FILTER&sortBy=DD&start=125
Distribusion Company,"Malang, East Java, Indonesia",Internal Auditor,"About the job
Company Description
 
We suggest you enter details here.

 Role Description
 
This is a full-time on-site role for an Internal Auditor based in Malang. The Internal Auditor will be responsible for planning and executing financial audits, preparing detailed audit reports, and ensuring compliance with financial policies and regulations. Additionally, the role involves identifying opportunities for process improvements, evaluating organizational risk, and maintaining open communication with stakeholders to provide recommendations.

 Qualifications
 
Experience in conducting Financial Audits and preparing comprehensive Audit Reports
Strong Analytical Skills and proficiency in finance-related processes
Effective Communication skills to collaborate with multiple stakeholders
High level of organizational and problem-solving skills
Bachelor's degree in Accounting, Finance, or a related field (CPA/CIA certification is a plus)
Familiarity with auditing standards, regulations, and best practices
Proficiency in using audit tools and financial software (experience with ERP systems is an advantage)",https://www.linkedin.com/jobs/search/?currentJobId=4337934683&keywords=Retail&origin=JOB_SEARCH_PAGE_JOB_FILTER&sortBy=DD&start=125
Confidential,"Jakarta, Indonesia",Head of Brand (Merchandising),"About the job
Key Responsibilities:

Oversee and guide the implementation of brand strategies across multiple brands to ensure the achievement of sales targets and profitability
Plan, budget, and manage division resources, including the implementation of programs and policies, to optimize productivity and engagement of the team.
Develop and execute strategies to enhance brand positioning, market presence, and customer experience.
Collaborate with cross-functional teams, such as marketing, sales, operations, and finance, to align business objectives and drive cohesive brand strategies.
Monitor market trends, consumer insights, and competitive landscape to identify areas for improvement and capitalize on emerging opportunities.
Identify and evaluate potential new store locations that align with brand standards and contribute to business growth and market penetration.

Requirements:

Bachelors degree holder
More than 10 years of working experience of which the last 7-8 years should be Merchandising/Product Management experience and activating both the offline and online spaces.
Team management experience is a must.
Familiar with principles of P&L’s and ability to understand and shape the impact of marcom initiatives on the P&L
Familiar with Fashion and Luxury Industry
Should have worked with global principals before. Alternatively local brand experience is fine as long as the candidate has worked in a an organization where the local brand was owned rather than franchised.
Must have familiarity with the principals of media planning & execution, especially as it relates to digital marketing including KOL planning and execution.
Must have familiarity with basic market research tools and techniques and should have evidenced usage of the same at different points within the career.
Must have experience of content creation either individually or by directing other departments/ 3rd parties in the context of social media (non ads), events, design & multimedia.
Fluent in English and Bahasa with good public speaking/presentation skills",https://www.linkedin.com/jobs/search/?currentJobId=4313207399&keywords=Retail&origin=JOB_SEARCH_PAGE_JOB_FILTER&sortBy=DD&start=125
